Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
dual hanging monitors,,Silver,Color,Drink menu,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,Gray,Aqua,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_1,2_1,13157,uNvuymdLwKmHjYP2t
dual hanging monitors,,Silver,Color,Fast-food menu,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,Gray,White,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_2,2_2,13157,iMJ3Mnp4LBeyKEiSg
dual hanging monitors,,Silver,Color,Dinner menu,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,Gray,Black,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_3,2_3,13157,LhnQETo2hH6zB8T2J
dual hanging monitors,,Silver,Color,Ice-cream menu,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,Gray,Colorful,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_4,2_4,13157,T6n2iR8RGthCAxJso
dual hanging monitors,,Silver,Color,Timetable,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,Gray,Blue,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_5,2_5,13157,XBcqnk4oj77arwtnP
dual hanging monitors,,Silver,Color,Service numbers,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,Gray,Green,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_6,2_6,13157,oXdAZiFiHzWds8sCS
dual hanging monitors,,Silver,Color,Stock updates,Displayed content,No,No,Yes,Default,2,Normal,1700,5400,1350,Gray,Blue,4900,Poki,2x1,Nook's Cranny; HHP Office,,NA,NA,151,restaurant,café,None,None,None,Yes,CeilingEtc,No,Monitor,For sale,2.0.0,Yes,FtrElectricBoardCeiling_Remake_2_7,2_7,13157,6uRJbJ6ifRLx9tZJg
enamel lamp,,Green,Color,NA,NA,No,No,No,NA,NA,None,1000,2100,525,Green,Green,1900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,kitchen,living room,None,None,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_0_0,0_0,13119,z3NdvA7Ag7GaCoBg9
enamel lamp,,Blue,Color,NA,NA,No,No,No,NA,NA,None,1000,2100,525,Aqua,Aqua,1900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,kitchen,living room,None,None,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_1_0,1_0,13119,L9acqzZ3p3ZWqSquz
enamel lamp,,Red,Color,NA,NA,No,No,No,NA,NA,None,1000,2100,525,Red,Red,1900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,kitchen,living room,None,None,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_2_0,2_0,13119,Ci6kRtHR2sebKf6t8
enamel lamp,,Yellow,Color,NA,NA,No,No,No,NA,NA,None,1000,2100,525,Yellow,Yellow,1900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,kitchen,living room,None,None,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_3_0,3_0,13119,Dqpdd9D3u3Jzbxn4Y
enamel lamp,,Pink,Color,NA,NA,No,No,No,NA,NA,None,1000,2100,525,Pink,Pink,1900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,kitchen,living room,None,None,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_4_0,4_0,13119,JGHX2AWo48EWqSFpe
enamel lamp,,White,Color,NA,NA,No,No,No,NA,NA,None,1000,2100,525,White,White,1900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,kitchen,living room,None,None,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_5_0,5_0,13119,A7uquzQ9mDBqogBiS
enamel lamp,,Black,Color,NA,NA,No,No,No,NA,NA,None,1000,2100,525,Black,Black,1900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,kitchen,living room,None,None,Lighting,Yes,CeilingLamp,No,Shade,For sale,2.0.0,Yes,FtrEnamelCeiling_Remake_6_0,6_0,13119,zzsPuSitPWSGr9y4d
festival lantern,,Gold,Hanger,Fuku (Good fortune),Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_0,0_0,13151,Fk2gL6ojxtwScbwSo
festival lantern,,Gold,Hanger,Flowers,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,Aqua,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_1,0_1,13151,Atz78nLksLmJtxa4X
festival lantern,,Gold,Hanger,Matsuri (Festival),Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_2,0_2,13151,maFaaK5thKLrmknPu
festival lantern,,Gold,Hanger,Crest,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,White,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_3,0_3,13151,osJefXSMca6gRLcBX
festival lantern,,Gold,Hanger,Red & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_4,0_4,13151,t2z8Fe6TdEmwzt7Ez
festival lantern,,Gold,Hanger,Blue & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,Blue,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_5,0_5,13151,yzsNN8xAEDyby2ajS
festival lantern,,Gold,Hanger,Yellow & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,Yellow,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_6,0_6,13151,BpLr7DQoRWhLuBmWW
festival lantern,,Gold,Hanger,Green & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Yellow,Green,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_0_7,0_7,13151,5iaNrtzapzQWmE4F4
festival lantern,,Black,Hanger,Fuku (Good fortune),Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Black,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_0,1_0,13151,fDhq5f2yQ5E9S8kmK
festival lantern,,Black,Hanger,Flowers,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Black,Aqua,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_1,1_1,13151,mWvfaTY99BXoEeB23
festival lantern,,Black,Hanger,Matsuri (Festival),Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Black,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_2,1_2,13151,sErJ7EWbfDznwoycS
festival lantern,,Black,Hanger,Crest,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Black,White,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_3,1_3,13151,3z3oNTTM34uv5pj8C
festival lantern,,Black,Hanger,Red & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Black,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_4,1_4,13151,ivES6wruQuxDroRhA
festival lantern,,Black,Hanger,Blue & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Black,Blue,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_5,1_5,13151,K6nRZi4a7LL93GfSj
festival lantern,,Black,Hanger,Yellow & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Black,Yellow,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_6,1_6,13151,iB9BLaPh88gGpwjxw
festival lantern,,Black,Hanger,Green & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Black,Green,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_1_7,1_7,13151,Jx7MniQgq7yG3RXY9
festival lantern,,Red,Hanger,Fuku (Good fortune),Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Red,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_0,2_0,13151,QLgSM6b96ZRfoJT8P
festival lantern,,Red,Hanger,Flowers,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Red,Aqua,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_1,2_1,13151,hAwY68kyqhnGtYEhB
festival lantern,,Red,Hanger,Matsuri (Festival),Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Red,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_2,2_2,13151,P3JBW3zKA7M3azAsC
festival lantern,,Red,Hanger,Crest,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Red,White,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_3,2_3,13151,pyqz7tvZfzzE4MTrY
festival lantern,,Red,Hanger,Red & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Red,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_4,2_4,13151,3qQw4tnoBXYFcmKYe
festival lantern,,Red,Hanger,Blue & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Red,Blue,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_5,2_5,13151,r4d4rP2Az2HmwArex
festival lantern,,Red,Hanger,Yellow & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Red,Yellow,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_6,2_6,13151,FeyEipyboSLLPCjCt
festival lantern,,Red,Hanger,Green & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Red,Green,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_2_7,2_7,13151,skFNJEhbzXARutJjn
festival lantern,,Brass,Hanger,Fuku (Good fortune),Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Brown,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_0,3_0,13151,9eT5fXzDP6stqeMiJ
festival lantern,,Brass,Hanger,Flowers,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Brown,Aqua,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_1,3_1,13151,6B5cdZLhGbnoBEMDv
festival lantern,,Brass,Hanger,Matsuri (Festival),Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Brown,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_2,3_2,13151,9rTucC7BJnsfKYkME
festival lantern,,Brass,Hanger,Crest,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Brown,White,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_3,3_3,13151,Qv5DsNGGoXWX37mFT
festival lantern,,Brass,Hanger,Red & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Brown,Red,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_4,3_4,13151,2QRtc6Z6QExvJDAMQ
festival lantern,,Brass,Hanger,Blue & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Brown,Blue,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_5,3_5,13151,iMTK6AmtLN6qv7yvc
festival lantern,,Brass,Hanger,Yellow & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Brown,Yellow,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_6,3_6,13151,nnWY6YNQHtFgWu8bq
festival lantern,,Brass,Hanger,Green & white stripes,Lantern pattern,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1000,250,Brown,Green,900,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,harmonious,heritage,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,For sale,2.0.0,Yes,FtrAsianLanternCeiling_Remake_3_7,3_7,13151,qFFxDPWYKJiFqvM9Z
festival-lantern set,,Gold,Hanger color,Fuku (Good fortune),Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Yellow,Red,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_0_0,0_0,13220,ymSFQkyFFZQ3o9Etr
festival-lantern set,,Gold,Hanger color,Flowers,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Yellow,Aqua,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_0_1,0_1,13220,nhAu5Cjx7dqSGst5P
festival-lantern set,,Gold,Hanger color,Matsuri (Festival),Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Yellow,Red,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_0_2,0_2,13220,N3fmDtGWdobBusYyw
festival-lantern set,,Gold,Hanger color,Crest,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Yellow,White,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_0_3,0_3,13220,LaGaaQnoZ5Bbx2FXs
festival-lantern set,,Gold,Hanger color,Red & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Yellow,Red,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_0_4,0_4,13220,rtHjjjv2HHMPbsrZR
festival-lantern set,,Gold,Hanger color,Blue & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Yellow,Blue,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_0_5,0_5,13220,XTqwYo5Sneu8sTm55
festival-lantern set,,Gold,Hanger color,Yellow & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Yellow,Yellow,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_0_6,0_6,13220,8Y9fL7NWw3a2CN6gQ
festival-lantern set,,Gold,Hanger color,Green & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Yellow,Green,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_0_7,0_7,13220,7wBS8ir9Ws36vMZB3
festival-lantern set,,Black,Hanger color,Fuku (Good fortune),Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Black,Red,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_1_0,1_0,13220,TaiAzzKxBv3C3iD7y
festival-lantern set,,Black,Hanger color,Flowers,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Black,Aqua,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_1_1,1_1,13220,mhqiYdciCDCFjzJpS
festival-lantern set,,Black,Hanger color,Matsuri (Festival),Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Black,Red,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_1_2,1_2,13220,7frLi3S8Cmk9w3nzk
festival-lantern set,,Black,Hanger color,Crest,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Black,White,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_1_3,1_3,13220,sEWRxRK6AvDPLhAhB
festival-lantern set,,Black,Hanger color,Red & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Black,Red,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_1_4,1_4,13220,4JM4WaM26gGj2gqni
festival-lantern set,,Black,Hanger color,Blue & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Black,Blue,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_1_5,1_5,13220,jqJJbPAekb6jRJs6c
festival-lantern set,,Black,Hanger color,Yellow & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Black,Yellow,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_1_6,1_6,13220,eXrJzvxhZ24bTbuhh
festival-lantern set,,Black,Hanger color,Green & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Black,Green,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_1_7,1_7,13220,hwD52bpWuF3Pzq3za
festival-lantern set,,Red,Hanger color,Fuku (Good fortune),Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Red,Red,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_2_0,2_0,13220,QDjkXT3EMwCacPRQN
festival-lantern set,,Red,Hanger color,Flowers,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Red,Aqua,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_2_1,2_1,13220,TZLSFskD7ffDi5JhY
festival-lantern set,,Red,Hanger color,Matsuri (Festival),Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Red,Red,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_2_2,2_2,13220,nsJu8RuyAJde5czJd
festival-lantern set,,Red,Hanger color,Crest,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Red,White,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_2_3,2_3,13220,LjMxshboPw7gSJFAT
festival-lantern set,,Red,Hanger color,Red & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Red,Red,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_2_4,2_4,13220,6q2WzN8da8iZQjx28
festival-lantern set,,Red,Hanger color,Blue & white stripes,Lantern pattern,Yes,Yes,Yes,Default; Custom; Sable,4,Normal,3100,NFS,2000,Red,Blue,NA,NA,2x1,Crafting,,NA,NA,103,harmonious,party,None,None,Lighting,Yes,CeilingLamp,No,Fluorescent,Not for sale,2.0.0,Yes,FtrAsianLanternMCeiling_Remake_2_5,2_5,13220,pffiXSJSgmiuferLk
